source_row_key,population_group,geography_level,region_name,province_huc_code,province_huc_name,place_type,food_group_code,source_variable,food_name,rank,percent_consuming,mean_intake_g,sample_size,weighted_population,relative_to_national,survey_years
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,6,46.8028,16.511564,1662,393332.498,1.137066,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,7,41.917837,16.91981,1662,393332.498,0.656732,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,8,62.607885,4.858366,1662,393332.498,0.902268,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:POULTRY,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,9,32.299113,26.897015,1662,393332.498,1.333932,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:EGGS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,36.638795,15.112327,1662,393332.498,1.116489,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,11,27.971472,32.911765,1662,393332.498,0.931241,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,23.039919,10.905733,1662,393332.498,1.135846,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,13,28.43191,5.410454,1662,393332.498,1.018877,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,13.130894,14.972528,1662,393332.498,1.039898,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,15,23.303977,2.619885,1662,393332.498,1.498531,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,16,9.223617,4.926443,1662,393332.498,0.832557,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,17,6.125794,7.97573,1662,393332.498,1.016843,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,18,3.186189,2.670745,1662,393332.498,1.045034,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,19,2.676861,1.737069,1662,393332.498,0.736181,2018
PROVINCE_HUC:Northern Mindanao:Cagayan de Oro:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,69,Cagayan de Oro,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,20,2.032408,2.345131,1662,393332.498,1.149155,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,98.863521,226.721203,1315,70564.158,1.033461,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,71.317088,60.170948,1315,70564.158,1.38201,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,46.947408,24.318818,1315,70564.158,0.547396,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,4,38.695318,34.517795,1315,70564.158,0.861652,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,5,65.724933,6.569711,1315,70564.158,1.220089,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,6,41.720471,15.863268,1315,70564.158,0.615723,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,7,43.711737,13.242923,1315,70564.158,0.911971,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:EGGS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,8,37.285,16.029742,1315,70564.158,1.184267,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,9,31.472352,27.264875,1315,70564.158,0.771461,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,10,29.904168,17.163186,1315,70564.158,0.606335,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,11,22.447514,9.778487,1315,70564.158,1.018442,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,12,29.00223,3.342127,1315,70564.158,1.911642,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:POULTRY,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,13,14.312549,14.344072,1315,70564.158,0.711381,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,14,22.766436,3.703912,1315,70564.158,0.697507,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,15,12.146314,14.134934,1315,70564.158,0.981724,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,16,7.556312,14.122568,1315,70564.158,5.526009,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,17,4.634282,2.03782,1315,70564.158,0.344387,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,18,2.618278,2.787961,1315,70564.158,0.355443,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,19,1.623574,1.421743,1315,70564.158,0.696679,2018
PROVINCE_HUC:Northern Mindanao:Camiguin:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,65,Camiguin,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,20,1.41929,0.79901,1315,70564.158,0.338625,2018
PROVINCE_HUC:Northern Mindanao:Iligan:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,97.379482,221.566879,2024,245639.598,1.009967,2021
PROVINCE_HUC:Northern Mindanao:Iligan:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,71.933074,52.881308,2024,245639.598,1.214581,2021
PROVINCE_HUC:Northern Mindanao:Iligan:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,56.070604,37.606495,2024,245639.598,0.84649,2021
PROVINCE_HUC:Northern Mindanao:Iligan:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,4,44.845557,15.953396,2024,245639.598,1.098628,2021
PROVINCE_HUC:Northern Mindanao:Iligan:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,5,42.911407,17.284186,2024,245639.598,0.670875,2021
PROVINCE_HUC:Northern Mindanao:Iligan:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,6,33.407184,36.709113,2024,245639.598,1.038687,2021
PROVINCE_HUC:Northern Mindanao:Iligan:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,7,36.252864,22.032896,2024,245639.598,0.77837,2021
PROVINCE_HUC:Northern Mindanao:Iligan:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,8,65.47404,4.663551,2024,245639.598,0.866088,2021
PROVINCE_HUC:Northern Mindanao:Iligan:EGGS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,9,36.300668,18.632821,2024,245639.598,1.376581,2021
PROVINCE_HUC:Northern Mindanao:Iligan:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,10,28.499142,23.460778,2024,245639.598,0.585641,2021
PROVINCE_HUC:Northern Mindanao:Iligan:POULTRY,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,24.840687,20.400482,2024,245639.598,1.011743,2021
PROVINCE_HUC:Northern Mindanao:Iligan:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,22.707741,10.926591,2024,245639.598,1.138018,2021
PROVINCE_HUC:Northern Mindanao:Iligan:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,13,25.85672,3.833645,2024,245639.598,0.721938,2021
PROVINCE_HUC:Northern Mindanao:Iligan:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,13.800426,13.427522,2024,245639.598,0.932592,2021
PROVINCE_HUC:Northern Mindanao:Iligan:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,15,25.90438,1.672221,2024,245639.598,0.956483,2021
PROVINCE_HUC:Northern Mindanao:Iligan:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,16,8.756914,5.015538,2024,245639.598,0.847614,2021
PROVINCE_HUC:Northern Mindanao:Iligan:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,17,4.131774,3.835683,2024,245639.598,0.489019,2021
PROVINCE_HUC:Northern Mindanao:Iligan:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,2.962023,2.76674,2024,245639.598,1.172562,2021
PROVINCE_HUC:Northern Mindanao:Iligan:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,19,1.503029,1.351233,2024,245639.598,0.528723,2021
PROVINCE_HUC:Northern Mindanao:Iligan:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,67,Iligan,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,20,1.721617,0.636794,2024,245639.598,0.31204,2021
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,85.139343,197.636048,3280,601006.237,0.900883,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,71.436943,46.597074,3280,601006.237,1.070245,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,53.106942,32.693709,3280,601006.237,0.735907,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,4,38.906071,33.422944,3280,601006.237,0.945704,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,5,43.919915,19.211644,3280,601006.237,0.745688,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,6,62.997148,6.003467,3280,601006.237,1.11493,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,7,38.350986,15.71528,3280,601006.237,1.08223,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,8,31.743622,23.785811,3280,601006.237,0.840296,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,9,21.624268,30.335192,3280,601006.237,3.867498,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,10,21.400544,19.903134,3280,601006.237,0.496833,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:EGGS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,11,23.410827,10.276365,3280,601006.237,0.759211,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,12,24.504199,4.446915,3280,601006.237,0.837427,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,13,16.944678,7.491258,3280,601006.237,0.780224,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,13.03469,13.349425,3280,601006.237,0.927167,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,15,26.207932,2.65399,3280,601006.237,1.518039,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:POULTRY,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,16,13.644954,10.181207,3280,601006.237,0.504927,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,17,8.415169,7.292141,3280,601006.237,1.232355,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,18,2.188899,1.452127,3280,601006.237,0.711567,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,19,1.891371,1.760539,3280,601006.237,0.68888,2019
PROVINCE_HUC:Northern Mindanao:Lanao del Norte:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,66,Lanao del Norte,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,20,0.943974,0.675187,3280,601006.237,0.286148,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,83.799905,210.346605,2700,499562.975,0.958821,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,79.527122,59.555196,2700,499562.975,1.367868,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,53.296984,34.498424,2700,499562.975,0.77653,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,4,36.931752,36.508928,2700,499562.975,1.033023,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,5,34.810938,34.06189,2700,499562.975,0.850271,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,6,40.017661,15.245099,2700,499562.975,1.049851,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,7,35.505897,21.81665,2700,499562.975,0.8468,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,8,63.23839,4.041754,2700,499562.975,0.750611,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,9,28.317371,17.539295,2700,499562.975,0.619622,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,10,21.198771,31.420262,2700,499562.975,4.005835,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:EGGS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,11,26.151033,11.611112,2700,499562.975,0.857822,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,20.765718,9.677744,2700,499562.975,1.007949,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,13,32.054692,2.677155,2700,499562.975,1.531289,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:POULTRY,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,14,15.738209,11.15116,2700,499562.975,0.553031,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,15,11.450112,21.003319,2700,499562.975,8.218373,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,16,12.266606,14.309496,2700,499562.975,0.993848,2019
PROVINCE_HUC:Northern Mindanao:Misamis Occidental:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Northern Mindanao,68,Misamis Occidental,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,17,20.403608,3.022744,2700,499562.975,0.569232,2019
